country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
tony,sgtandrade2019,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Good,last online 1 hours ago,rankings.php?subregion=pac,,5 Hundred Tons per month,$305 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62876,,2 Mbbl per month,,
pisiorek,eksperyment,,7k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 19 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,$305 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19800 km 2,http://blocgame.com/stats.php?id=62878,,,,
Pratio,Fred Hinkle,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 16 hours ago,rankings.php?subregion=mex,,5 Hundred Tons per month,$305 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=62882,,1 Mbbl per month,,
Thimerica,Focus,,22k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 3 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,$305 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=62883,407 Mbbl,1 Mbbl per month,,
The Cafeteria,Matt the radar technician,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 8 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,$305 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62884,,,,
kinabalu,fatimah,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 4 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,$305 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62887,4590 Mbbl,3 Mbbl per month,,
WE WUZ,bioshock1998,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 12 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,$305 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62888,,,,
pigeons,gabyjcr,,15k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 10 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,$305 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,19800 km 2,http://blocgame.com/stats.php?id=62891,,,,
Enroth,Morglin,,23k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 148 hours ago,rankings.php?subregion=waf,,8 Hundred Tons per month,$304 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,23990 km 2,http://blocgame.com/stats.php?id=62546,,9 Mbbl per month,,
Qaramur,Qaram,,22k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 5 hours ago,rankings.php?subregion=sub,,11 Hundred Tons per month,$304 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=62861,260 Mbbl,2 Mbbl per month,,
Asaclar,Vladimir_accurate,,31k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 1 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,$304 million,,Caribbean,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=car,20398 km 2,http://blocgame.com/stats.php?id=62879,105 Mbbl,1 Mbbl per month,,
Suromier,Lord Ripred,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 19 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,$304 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=62880,,1 Mbbl per month,,
Texcola,Chemaphex,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 94 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,$303 million,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62737,,1 Mbbl per month,,
EAS,Dmitry,,16k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 75 hours ago,rankings.php?subregion=car,,3 Hundred Tons per month,$303 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,19602 km 2,http://blocgame.com/stats.php?id=62799,,,,
Redzia,Bartosz,,15k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 163 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,$302 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62676,,,,
Monk-E,leemuchacha,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 1 hours ago,rankings.php?subregion=atl,,4 Hundred Tons per month,$302 million,,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=62754,,6 Mbbl per month,,
Tyrkiet,ErsinDK,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 65 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,$302 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62813,4903 Mbbl,1 Mbbl per month,,
Fagstan,Fagarriiino,,4k active personnel,0 ships,Second World War surplus,Normal,1 factory,Undisciplined Rabble,last online 27 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,$301 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,3755 km 2,http://blocgame.com/stats.php?id=58510,,2 Mbbl per month,,
Eastland,Michaelteoli,,26k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 93 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,$301 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=62731,8188 Mbbl,1 Mbbl per month,,
Alevia,Medgardd,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 6 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62892,,,,
ZY Kingdoms,ZY1st,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 3 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=62893,204 Mbbl,1 Mbbl per month,,
FORECASTLE,syafiq88sudin,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 403864 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62894,,,,
Clisca,gerardred,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 1 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62895,401 Mbbl,,,
Carneyopia,jcarney23,,20k active personnel,0 ships,Finest of the 19th century,Pariah,None,Standard,online now,rankings.php?subregion=car,,3 Hundred Tons per month,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62896,,,,
Bendover,Mike Hawk,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,online now,rankings.php?subregion=ind,,2 Hundred Tons per month,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62897,,,,
Efren,Deling,,3k active personnel,0 ships,Finest of the 19th century,Isolated,None,Elite,last online 44 hours ago,rankings.php?subregion=mex,,8 Hundred Tons per month,$298 million,,Mesoamerica,,None,http://blocgame.com/rankings.php?subregion=mex,19209 km 2,http://blocgame.com/stats.php?id=62725,245 Mbbl,1 Mbbl per month,,
Serlia,Kade Cohen,,39k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 13 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,$298 million,,Pacific Rim,Plentiful,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62886,,,,
Thirosia,Welvindagreat,,34k active personnel,0 ships,First World War surplus,Good,2 factories,Good,last online 14 hours ago,rankings.php?subregion=ama,,13 Hundred Tons per month,$297 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=62850,,,,
Asuncion,John Roman,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 93 hours ago,rankings.php?subregion=ara,,5 Hundred Tons per month,$296 million,,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62601,,2 Mbbl per month,,
Cionzania,Cionzi,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 138 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,$296 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62695,,,,
Tweeabp,Zanderich,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 136 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,$296 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=62697,,,,
brenews,Kyle Berry,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 136 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,$296 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62699,,,,
Bigbrothertopia,numberF,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 100 hours ago,rankings.php?subregion=mes,,3 Hundred Tons per month,$296 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62759,1294 Mbbl,1 Mbbl per month,,
Arkhanta,Ari Satou,,6k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 104 hours ago,rankings.php?subregion=chi,,4 Hundred Tons per month,$295 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=59875,,1 Mbbl per month,,
maxico,nms642,,28k active personnel,0 ships,Finest of the 19th century,Questionable,None,Poor,online now,rankings.php?subregion=car,,2 Hundred Tons per month,$295 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62437,,,,
Novgorad,Ivan_Petrov,,30k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 65 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,$294 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=62814,,,,
Kalbulkum,Kabib,,5k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,$293 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,5791 km 2,http://blocgame.com/stats.php?id=60799,,11 Mbbl per month,,
WubWubWub,MAYDAY,,2k active personnel,0 ships,Finest of the 19th century,Normal,None,Undisciplined Rabble,last online 12 hours ago,rankings.php?subregion=sea,,3 Hundred Tons per month,$292 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,9105 km 2,http://blocgame.com/stats.php?id=40672,,,,
Naval,Laveney,,10k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 94 hours ago,rankings.php?subregion=gra,,3 Hundred Tons per month,$292 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19799 km 2,http://blocgame.com/stats.php?id=41480,,,,
Newellington,President Devdor,,3k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 84 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,$291 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19602 km 2,http://blocgame.com/stats.php?id=62796,1296 Mbbl,1 Mbbl per month,,
Territoria,Western Block,http://blocgame.com/alliancestats.php?allianceid=2028,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 39 hours ago,rankings.php?subregion=chi,Territorial Union,2 Hundred Tons per month,$291 million,alliancestats.php?allianceid=2028,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62851,,,,
Belhorizon,emmanuelb,,15k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 177 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,$290 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62659,,,,
Jebon,cakciboo,,6k active personnel,0 ships,Finest of the 19th century,Questionable,None,Poor,last online 100 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,$288 million,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,13343 km 2,http://blocgame.com/stats.php?id=62414,112 Mbbl,1 Mbbl per month,,
Armour Malaya,Ranger Mekanize,,29k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=sub,,4 Hundred Tons per month,$288 million,,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=62747,,,,
Ded_Sec,Aiden152,,25k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 31 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,$288 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62800,,,,
EREN KINGDOM,Eren �nalLOL,,19k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 116 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,$286 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62730,,,,
Anitania,Jorgerivera158,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 88 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,$286 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=62781,,,,
Not a shithole,GrandDaD,,9k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 79 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,$283 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16335 km 2,http://blocgame.com/stats.php?id=62780,,,,
WaafleLand,FlappyWaffle,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 92 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,$281 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=62775,,,,
Ashraff,lop96,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Good,last online 68 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,$279 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16500 km 2,http://blocgame.com/stats.php?id=62808,,3 Mbbl per month,,
Raviania,miller_joe17,http://blocgame.com/alliancestats.php?allianceid=2018,22k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 114 hours ago,rankings.php?subregion=mex,Nations united,2 Hundred Tons per month,$277 million,alliancestats.php?allianceid=2018,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=62733,,,,
Scart,Scotify,,26k active personnel,0 ships,First World War surplus,Questionable,None,Standard,last online 121 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,$272 million,,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=48581,7967 Mbbl,2 Mbbl per month,,
