country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
SrpskaRepublika,Enoch Powell,The Order,78k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,18 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1306 million,304 Mbbl,Plentiful,Somewhat Large,,Southern Africa,Neutral,24288 km 2,http://blocgame.com/stats.php?id=63541,
Afrikizonia,MacSlothur,Steel Brotherhood,98k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$1305 million,,Untapped,Large,,East Africa,United States,25065 km 2,http://blocgame.com/stats.php?id=63138,
Spaolia,PyroPal,The Federal Colonies,79k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,16 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1302 million,17 Mbbl; 4 Mbbl,Plentiful,Somewhat Large,,Caribbean,United States,32116 km 2,http://blocgame.com/stats.php?id=56845,
Idaho,John Adams,The Order,61k active personnel,1 ships,Second World War surplus,Good,2 factories,Good,last online 3 hours ago,20 Hundred Tons per month,7 Mbbl per month,Central Planning,$1302 million,638 Mbbl; 7 Mbbl,Untapped,Somewhat Large,,Pacific Rim,Soviet Union,47641 km 2,http://blocgame.com/stats.php?id=63484,
nation name,alysdexia,Interpol,59k active personnel,1 ships,Second World War surplus,Angelic,2 factories,Elite,online now,27 Hundred Tons per month,11 Mbbl per month,Central Planning,$1300 million,2576 Mbbl; 11 Mbbl,Untapped,Mediocre,1 Tons,Mesopotamia,United States,33224 km 2,http://blocgame.com/stats.php?id=49652,
Skhimm,Ept2415,Brotherhood of Nod,89k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,34 Hundred Tons per month,22 Mbbl per month,Central Planning,$1298 million,4706 Mbbl; 22 Mbbl,Near Depletion,Very Powerful,,Persia,Soviet Union,26923 km 2,http://blocgame.com/stats.php?id=52362,
Tuaran,Sufrie,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 20 hours ago,6 Hundred Tons per month,7 Mbbl per month,Central Planning,$1298 million,118 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,5709 km 2,http://blocgame.com/stats.php?id=61828,
axmbest,amsyah80,,8k active personnel,0 ships,First World War surplus,Good,1 factory,Undisciplined Rabble,last online 76 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1295 million,259 Mbbl; 4 Mbbl,Untapped,Small,,Pacific Rim,Neutral,4137 km 2,http://blocgame.com/stats.php?id=61772,
Norwegia,Thornir,The Order,78k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Standard,online now,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$1294 million,2312 Mbbl,Untapped,Very Powerful,,Atlas,Soviet Union,14007 km 2,http://blocgame.com/stats.php?id=30,5%
Osia,Chairman Nippon,Brotherhood of Nod,71k active personnel,1 ships,Second World War surplus,Angelic,3 factories,Elite,last online 4 hours ago,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$1294 million,261 Mbbl,Untapped,Large,,China,Soviet Union,33433 km 2,http://blocgame.com/stats.php?id=40431,
Llorxye,qiffahsy,PIRATES,94k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,17 Hundred Tons per month,3 Mbbl per month,Central Planning,$1294 million,3 Mbbl,Untapped,Large,,East Indies,Soviet Union,25801 km 2,http://blocgame.com/stats.php?id=61688,
DevilsAndDemons,Andrew666,Steel Brotherhood,6k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Elite,last online 5 hours ago,8 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$1294 million,,Untapped,None,,Arabia,Neutral,4176 km 2,http://blocgame.com/stats.php?id=64116,
lordmason22,lordmason22,,6k active personnel,0 ships,First World War surplus,Normal,1 factory,Undisciplined Rabble,last online 151 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$1291 million,1345 Mbbl; 3 Mbbl,Untapped,Mediocre,,Atlas,Neutral,10827 km 2,http://blocgame.com/stats.php?id=63733,
Titiwangsa,Orga,PIRATES,67k active personnel,0 ships,Second World War surplus,Good,2 factories,Good,last online 11 hours ago,8 Hundred Tons per month,6 Mbbl per month,Free Market,$1290 million,64 Mbbl; 6 Mbbl,Untapped,Large,,East Indies,United States,17623 km 2,http://blocgame.com/stats.php?id=61596,
Zuyazayuza,Zuyazayuza,The Order,154k active personnel,9 ships,Korean War surplus,Gandhi-like,4 factories,Poor,online now,38 Hundred Tons per month,8 Mbbl per month,Free Market,$1288 million,426 Mbbl,Untapped,Very Powerful,,Caribbean,United States,60999 km 2,http://blocgame.com/stats.php?id=62470,
Labuair,Kultur mayor,PIRATES,16k active personnel,0 ships,First World War surplus,Isolated,None,Undisciplined Rabble,last online 16 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$1285 million,377 Mbbl; 3 Mbbl,Untapped,Meagre,,Indochina,Neutral,2867 km 2,http://blocgame.com/stats.php?id=62573,
Walmart,Jeddy,The Order,124k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Good,online now,50 Hundred Tons per month,20 Mbbl per month,Central Planning,$1283 million,199 Mbbl; 20 Mbbl,Untapped,Very Powerful,,China,Soviet Union,58189 km 2,http://blocgame.com/stats.php?id=57903,
Ralu,Ramar,The Divine Council,53k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 10 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$1282 million,129 Mbbl; 7 Mbbl,Untapped,Large,,Amazonia,United States,19120 km 2,http://blocgame.com/stats.php?id=59527,
Psiloybia,Nero,The Order,69k active personnel,2 ships,Second World War surplus,Angelic,2 factories,Elite,last online 1 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$1281 million,219 Mbbl; 5 Mbbl,Untapped,Powerful,,China,Soviet Union,38142 km 2,http://blocgame.com/stats.php?id=45249,
Inferia,Alexkovisk,Divine League,30k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1281 million,74 Mbbl; 3 Mbbl,Untapped,Small,,Mesoamerica,Neutral,10476 km 2,http://blocgame.com/stats.php?id=60789,
AA,syljays89,PIRATES,23k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Standard,online now,13 Hundred Tons per month,13 Mbbl per month,Central Planning,$1280 million,496 Mbbl; 13 Mbbl,,Mediocre,,Pacific Rim,Neutral,25611 km 2,http://blocgame.com/stats.php?id=64255,
Sumchakastan,eddik0lol,The Khilafah,5k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 27 hours ago,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$1279 million,2334 Mbbl; 6 Mbbl,,Meagre,,Arabia,Neutral,10682 km 2,http://blocgame.com/stats.php?id=41444,
Prometheus,Jefferson,The Divine Council,31k active personnel,2 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,23 Hundred Tons per month,3 Mbbl per month,Free Market,$1278 million,277 Mbbl,Near Depletion,Small,,Caribbean,United States,27949 km 2,http://blocgame.com/stats.php?id=56022,
DFWEFWEF,dmc5,Interpol,92k active personnel,2 ships,Korean War surplus,Gandhi-like,2 factories,Standard,online now,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$1271 million,4977 Mbbl; 6 Mbbl,,Mediocre,,Arabia,Soviet Union,38752 km 2,http://blocgame.com/stats.php?id=55118,
KaleCepo,sultan lee,PIRATES,198k active personnel,11 ships,Korean War surplus,Angelic,7 factories,Elite,online now,92 Hundred Tons per month,15 Mbbl per month,Free Market,$1455 million,500 Mbbl,Untapped,Very Powerful,,East Indies,United States,78707 km 2,http://blocgame.com/stats.php?id=60711,
Terra Predonum,roseclare0000,Steel Brotherhood,45k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,online now,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$1263 million,,,None,,Gran Colombia,United States,9267 km 2,http://blocgame.com/stats.php?id=62885,
Invasion Nation,Chinese Republican,Steel Brotherhood,50k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$1263 million,208 Mbbl; 4 Mbbl,Untapped,Small,,China,United States,21139 km 2,http://blocgame.com/stats.php?id=64541,
Errvistan,ERRV2,The Order,44k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1261 million,141 Mbbl; 5 Mbbl,Untapped,Meagre,,Gran Colombia,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=64330,
Octobia,Octo,The Federal Colonies,64k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 10 hours ago,7 Hundred Tons per month,12 Mbbl per month,Central Planning,$1259 million,5483 Mbbl; 12 Mbbl,Untapped,Somewhat Large,,Arabia,Soviet Union,56058 km 2,http://blocgame.com/stats.php?id=61272,
Nahrin,Mahzuz Al-Qanun,PIRATES,5k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 72 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$1259 million,83 Mbbl; 2 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,18830 km 2,http://blocgame.com/stats.php?id=62160,
Bolshevikistan,S.D.Plessken,Brotherhood of Nod,54k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 20 hours ago,17 Hundred Tons per month,,Central Planning,$1258 million,,Near Depletion,Large,,Congo,Soviet Union,16011 km 2,http://blocgame.com/stats.php?id=60189,
Darkstone,Trakel,The Divine Council,121k active personnel,1 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 10 hours ago,38 Hundred Tons per month,23 Mbbl per month,Central Planning,$1251 million,7068 Mbbl; 23 Mbbl,Untapped,Very Powerful,,Arabia,Soviet Union,53039 km 2,http://blocgame.com/stats.php?id=57176,
Nimei,Xitler,Illuminati,5k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 6 hours ago,12 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$1251 million,107 Mbbl; 10 Mbbl,Untapped,Mediocre,,China,Neutral,9195 km 2,http://blocgame.com/stats.php?id=64022,
Cyrodill,Tihomir,The Order,179k active personnel,14 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 3 hours ago,90 Hundred Tons per month,65 Mbbl per month,Free Market,$1250 million,6890 Mbbl,Untapped,Very Powerful,,Mesopotamia,United States,72008 km 2,http://blocgame.com/stats.php?id=53759,
Nova Ikaki,Bisimbi,Brotherhood of Nod,71k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,12 Hundred Tons per month,14 Mbbl per month,Free Market,$1250 million,6958 Mbbl,Untapped,Large,,Arabia,United States,37190 km 2,http://blocgame.com/stats.php?id=55911,
Cascoia,unioncomic,The Order,83k active personnel,3 ships,Second World War surplus,Good,4 factories,Good,last online 2 hours ago,34 Hundred Tons per month,15 Mbbl per month,Free Market,$1247 million,5748 Mbbl,Untapped,Large,,Arabia,United States,44821 km 2,http://blocgame.com/stats.php?id=54174,
Pooland,kurwa,Brotherhood of Nod,78k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 8 hours ago,31 Hundred Tons per month,15 Mbbl per month,Central Planning,$1246 million,3467 Mbbl; 15 Mbbl,Plentiful,Very Powerful,,Atlas,Soviet Union,51266 km 2,http://blocgame.com/stats.php?id=49295,
Rararaland,Whiskertoes,The Divine Council,79k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,15 Hundred Tons per month,10 Mbbl per month,Central Planning,$1243 million,5520 Mbbl; 10 Mbbl,,Large,,Arabia,Soviet Union,37392 km 2,http://blocgame.com/stats.php?id=49272,
RIPERINO,RIPERINO,,1k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Poor,last online 6 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$1243 million,114 Mbbl; 1 Mbbl,Untapped,None,,China,Neutral,5243 km 2,http://blocgame.com/stats.php?id=64163,
SemutHitam,JohnCool,PIRATES,55k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 29 hours ago,17 Hundred Tons per month,11 Mbbl per month,Free Market,$1240 million,134 Mbbl,Plentiful,Mediocre,,Indochina,Neutral,12382 km 2,http://blocgame.com/stats.php?id=62379,
Lamerique,Jamie Lopez,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 157 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$1240 million,,Untapped,None,,Caribbean,Neutral,9360 km 2,http://blocgame.com/stats.php?id=64104,
Fuhrer,Heil Hitler,,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 14 hours ago,8 Hundred Tons per month,6 Mbbl per month,Central Planning,$1240 million,7524 Mbbl; 6 Mbbl,,Mediocre,,Arabia,Soviet Union,10898 km 2,http://blocgame.com/stats.php?id=64260,
New Wadowice,anone2137,The Order,75k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 9 hours ago,22 Hundred Tons per month,13 Mbbl per month,Central Planning,$1236 million,2091 Mbbl; 13 Mbbl,Untapped,Large,,Atlas,Soviet Union,44785 km 2,http://blocgame.com/stats.php?id=61637,
Free Vietnam,dragonexis99,The Federal Colonies,38k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,last online 6 hours ago,13 Hundred Tons per month,8 Mbbl per month,Central Planning,$1229 million,8 Mbbl,Near Depletion,Somewhat Large,,Indochina,Neutral,12401 km 2,http://blocgame.com/stats.php?id=60426,
Bosniastan,JosipBroz,Brotherhood of Nod,99k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,17 Hundred Tons per month,18 Mbbl per month,Central Planning,$1228 million,3541 Mbbl; 18 Mbbl,Untapped,Large,,Arabia,Soviet Union,24897 km 2,http://blocgame.com/stats.php?id=64305,
Yummy Foods,iiruka,Interpol,179k active personnel,2 ships,Korean War surplus,Gandhi-like,6 factories,Good,online now,56 Hundred Tons per month,2 Mbbl per month,Free Market,$1227 million,177 Mbbl,,Powerful,,Pacific Rim,United States,50836 km 2,http://blocgame.com/stats.php?id=54376,
natangape,tina,The Order,72k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 11 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$1226 million,357 Mbbl; 3 Mbbl,Untapped,Large,,East Indies,United States,17503 km 2,http://blocgame.com/stats.php?id=61600,
carefree,solematemy,The Order,128k active personnel,4 ships,Second World War surplus,Good,4 factories,Standard,last online 4 hours ago,25 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1226 million,383 Mbbl; 5 Mbbl,Untapped,Very Powerful,,East Indies,Soviet Union,22274 km 2,http://blocgame.com/stats.php?id=61669,
Funistan,Evequill,,6k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 156 hours ago,7 Hundred Tons per month,6 Mbbl per month,Central Planning,$1223 million,6 Mbbl,Plentiful,None,,The Subcontinent,Soviet Union,7200 km 2,http://blocgame.com/stats.php?id=8311,
Ballz,mango__82,The Khilafah,76k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Poor,last online 24 hours ago,7 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1221 million,1729 Mbbl; 5 Mbbl,,Mediocre,,Arabia,Soviet Union,7645 km 2,http://blocgame.com/stats.php?id=64063,
Egoria,Evil_sethoss,Steel Brotherhood,24k active personnel,0 ships,First World War surplus,Angelic,None,Undisciplined Rabble,last online 41 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$1219 million,258 Mbbl; 3 Mbbl,Untapped,Small,,Mesoamerica,Neutral,6061 km 2,http://blocgame.com/stats.php?id=54726,
Thinkpad,maskedplacebo,The Order,88k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,17 Hundred Tons per month,5 Mbbl per month,Central Planning,$1218 million,194 Mbbl,Untapped,Mediocre,,Indochina,Soviet Union,34415 km 2,http://blocgame.com/stats.php?id=63332,
Terengganu,Farysa,The Divine Council,84k active personnel,4 ships,Second World War surplus,Questionable,2 factories,Elite,last online 11 hours ago,6 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1216 million,219 Mbbl; 5 Mbbl,Untapped,Large,,East Indies,Soviet Union,39029 km 2,http://blocgame.com/stats.php?id=60615,
AtlasCorp,Sandreniner,Brotherhood of Nod,71k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 2 hours ago,16 Hundred Tons per month,9 Mbbl per month,Central Planning,$1214 million,49 Mbbl; 9 Mbbl,Plentiful,Large,,Caribbean,Soviet Union,24020 km 2,http://blocgame.com/stats.php?id=63122,
subse7en,subse7en,The Order,100k active personnel,3 ships,Korean War surplus,Nice,3 factories,Standard,last online 5 hours ago,23 Hundred Tons per month,12 Mbbl per month,Central Planning,$1212 million,231 Mbbl; 12 Mbbl,,Somewhat Large,,Pacific Rim,Soviet Union,20149 km 2,http://blocgame.com/stats.php?id=61112,
JIDF,Mort Goldstein,,5k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 80 hours ago,0 Hundred Tons per month,,Mixed Economy,$1212 million,34 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,5102 km 2,http://blocgame.com/stats.php?id=63700,
Reality,fujisyugi,The Order,65k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,18 Hundred Tons per month,10 Mbbl per month,Central Planning,$1210 million,313 Mbbl; 10 Mbbl,Untapped,Mediocre,,Southern Africa,Soviet Union,29398 km 2,http://blocgame.com/stats.php?id=53029,
sandakania,Ryan Kentang,The Order,110k active personnel,7 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 44 hours ago,15 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1209 million,192 Mbbl,Untapped,Very Powerful,,East Indies,United States,38333 km 2,http://blocgame.com/stats.php?id=60600,
